"Id","Response"
1,1
3,6
4,6
9,7
12,7
13,6
21,7
28,7
30,6
36,7
38,8
43,7
45,3
48,8
50,5
51,8
54,6
55,8
59,8
62,2
63,7
66,8
69,8
82,8
83,6
84,6
86,7
89,8
90,4
92,8
98,6
100,2
105,4
115,8
119,1
124,2
127,8
133,8
140,5
141,8
143,2
151,4
154,8
157,8
163,6
166,1
168,8
170,5
173,8
180,6
182,7
184,5
185,6
195,7
196,5
197,5
212,5
213,6
219,8
225,5
227,4
232,5
239,5
247,5
251,4
254,6
261,5
264,6
267,7
272,7
275,8
277,3
283,7
284,1
287,6
291,8
293,6
294,5
305,7
307,6
309,8
311,4
322,2
323,3
326,6
330,1
335,8
337,7
338,5
341,1
346,5
348,6
352,2
356,8
358,3
366,6
369,4
373,5
375,3
381,6
384,7
386,5
396,7
397,1
399,6
405,8
412,7
417,2
421,6
425,7
427,8
430,5
432,5
433,7
436,8
438,6
441,8
442,6
444,4
446,7
448,7
450,6
454,6
465,8
470,2
472,4
475,7
484,7
495,8
497,7
498,8
501,5
502,6
505,8
515,2
516,5
527,8
529,3
531,7
533,6
537,2
541,7
546,7
548,7
549,8
550,7
553,7
559,7
561,3
564,1
574,6
578,6
579,6
580,8
582,6
584,8
588,5
596,4
602,3
603,4
613,7
614,1
619,6
620,6
624,4
625,7
628,6
630,6
635,8
636,6
637,8
641,7
644,8
648,8
654,7
658,3
664,8
666,5
667,7
670,8
672,6
674,8
676,7
684,7
685,6
693,1
694,7
700,1
702,6
703,7
705,6
711,8
718,2
722,6
726,4
727,4
732,8
735,8
740,2
748,6
750,5
751,8
756,7
762,6
766,7
770,6
771,4
779,6
782,3
784,7
793,6
798,5
800,6
801,8
805,6
807,2
813,7
819,7
820,7
822,8
823,6
833,8
834,4
842,2
845,7
856,5
860,5
864,2
869,7
872,7
877,6
878,7
893,5
894,8
896,5
899,4
900,7
911,1
914,7
917,1
919,6
923,1
925,6
926,4
934,6
938,7
940,3
955,6
956,6
971,6
973,8
978,7
979,8
981,7
988,7
990,7
992,4
996,8
997,6
999,6
1000,6
1006,7
1009,2
1018,6
1025,5
1038,6
1042,7
1045,7
1046,8
1047,6
1050,5
1052,7
1054,7
1057,6
1061,2
1069,5
1071,7
1073,6
1074,8
1075,4
1083,7
1084,1
1089,4
1099,5
1103,3
1110,8
1123,7
1130,7
1135,7
1137,8
1145,8
1147,5
1152,8
1153,2
1154,8
1158,7
1166,6
1170,6
1172,5
1178,6
1179,8
1181,1
1182,6
1183,8
1191,7
1192,1
1200,1
1205,6
1207,7
1208,1
1209,2
1217,3
1223,7
1225,8
1226,4
1228,4
1230,6
1232,7
1235,8
1237,7
1257,7
1266,1
1267,5
1274,7
1277,8
1278,5
1280,8
1282,7
1293,5
1294,3
1305,8
1306,6
1311,6
1318,5
1320,7
1323,7
1325,3
1328,6
1336,4
1340,7
1341,8
1344,7
1345,5
1348,2
1358,1
1361,8
1364,5
1373,7
1377,5
1378,7
1380,6
1382,7
1383,5
1386,7
1387,1
1390,4
1395,8
1398,5
1402,4
1403,8
1405,8
1407,7
1410,1
1412,4
1419,6
1426,6
1428,8
1436,6
1437,2
1438,2
1441,8
1444,3
1448,2
1454,5
1457,6
1459,8
1463,7
1467,2
1471,5
1475,5
1476,4
1480,7
1481,1
1482,4
1489,5
1491,6
1494,8
1496,8
1500,8
1501,8
1503,6
1504,3
1505,2
1515,3
1517,6
1520,4
1521,3
1523,8
1526,6
1529,5
1530,7
1543,5
1544,8
1547,6
1550,8
1552,6
1554,6
1563,6
1574,7
1575,1
1576,6
1579,5
1582,5
1584,7
1585,7
1589,6
1596,6
1598,1
1611,6
1613,2
1615,6
1618,3
1627,7
1630,1
1638,7
1639,6
1640,7
1642,7
1645,6
1648,5
1654,5
1661,7
1662,6
1663,7
1666,4
1668,2
1670,2
1672,5
1681,6
1682,7
1683,1
1687,8
1688,8
1693,7
1694,6
1700,8
1704,6
1712,8
1716,8
1717,6
1722,6
1724,5
1738,1
1739,1
1740,7
1761,8
1763,4
1765,6
1766,6
1767,6
1771,5
1772,7
1777,8
1784,3
1799,3
1806,6
1810,1
1812,5
1814,1
1818,7
1819,7
1822,4
1823,7
1824,3
1834,5
1835,7
1844,3
1848,5
1849,8
1850,6
1851,4
1856,4
1862,1
1863,6
1872,7
1874,6
1875,7
1877,4
1900,7
1902,6
1904,6
1905,1
1908,7
1914,7
1916,1
1922,4
1933,6
1934,5
1939,6
1942,6
1947,8
1957,7
1971,7
1973,2
1974,6
1977,7
1981,5
1985,8
1987,6
1989,8
2001,3
2002,1
2007,1
2008,7
2011,6
2021,6
2034,8
2040,7
2044,3
2045,7
2048,7
2051,7
2062,7
2066,2
2068,5
2069,4
2074,8
2075,7
2078,6
2079,1
2080,1
2081,4
2084,1
2085,7
2087,7
2096,6
2102,7
2103,2
2107,8
2117,6
2118,3
2120,6
2121,3
2122,4
2130,7
2136,3
2138,8
2140,7
2143,6
2144,6
2145,5
2147,7
2150,1
2154,8
2155,2
2166,4
2169,2
2173,5
2176,1
2178,7
2179,4
2180,7
2184,8
2185,7
2188,5
2190,7
2194,6
2195,7
2198,6
2205,8
2206,7
2207,2
2212,6
2213,8
2216,8
2218,1
2224,8
2225,6
2228,7
2236,7
2242,8
2246,6
2250,8
2255,7
2256,1
2267,5
2268,6
2269,5
2272,4
2275,1
2280,8
2282,8
2287,6
2289,8
2293,8
2296,7
2307,7
2309,7
2313,5
2325,6
2327,8
2336,2
2339,6
2342,7
2347,8
2350,3
2360,6
2364,7
2369,1
2379,3
2394,6
2395,5
2399,8
2402,6
2410,8
2416,7
2420,8
2427,6
2434,8
2435,7
2441,8
2447,6
2452,6
2463,7
2467,7
2468,7
2470,7
2476,6
2483,1
2487,3
2492,8
2502,7
2504,3
2510,8
2511,1
2512,8
2517,7
2520,8
2521,8
2523,6
2524,7
2525,6
2526,5
2528,8
2530,4
2532,4
2536,4
2540,6
2541,6
2543,6
2549,8
2550,1
2556,3
2557,7
2559,6
2565,8
2566,8
2567,1
2568,3
2570,8
2573,8
2577,7
2578,6
2583,2
2586,5
2587,3
2588,7
2591,8
2597,8
2606,7
2607,8
2608,6
2611,1
2612,6
2613,7
2616,7
2621,7
2622,6
2634,7
2639,7
2642,1
2644,6
2650,2
2655,7
2664,6
2667,6
2670,6
2679,1
2681,6
2683,7
2685,8
2687,8
2696,4
2699,6
2712,1
2716,7
2720,7
2725,6
2726,7
2731,5
2733,5
2740,8
2742,5
2748,3
2749,8
2763,7
2771,8
2772,5
2773,5
2783,8
2784,7
2789,1
2796,5
2798,4
2799,7
2800,4
2802,8
2805,5
2809,5
2816,7
2817,6
2821,7
2822,8
2829,6
2832,4
2842,6
2844,7
2846,5
2851,6
2852,5
2853,7
2856,7
2862,2
2866,6
2868,4
2886,8
2892,5
2893,3
2898,6
2917,4
2923,2
2927,6
2930,8
2931,1
2935,8
2936,5
2961,3
2964,7
2967,7
2968,7
2970,7
2977,3
2978,6
2979,8
2985,3
2986,1
2989,6
2997,3
2999,8
3004,6
3008,7
3010,5
3020,8
3022,8
3024,7
3027,7
3032,8
3033,8
3048,3
3053,7
3056,7
3070,7
3071,2
3073,7
3080,6
3098,8
3099,3
3109,8
3110,7
3115,1
3121,8
3128,6
3132,1
3133,1
3141,8
3144,6
3145,5
3154,7
3159,8
3164,2
3168,1
3172,3
3176,6
3186,7
3193,6
3196,7
3199,6
3200,7
3209,6
3210,7
3214,6
3229,6
3230,7
3233,8
3242,3
3244,1
3249,5
3251,2
3253,1
3264,5
3271,1
3272,7
3274,7
3276,1
3280,4
3282,5
3285,7
3297,5
3298,7
3307,4
3309,8
3310,8
3312,5
3314,8
3315,3
3316,6
3319,5
3322,8
3327,6
3332,3
3334,8
3336,1
3338,6
3340,5
3343,1
3352,6
3353,7
3356,8
3357,8
3360,7
3365,8
3366,8
3367,8
3369,8
3374,4
3376,6
3381,7
3385,4
3386,7
3397,7
3403,4
3409,4
3414,8
3415,8
3423,7
3427,6
3428,7
3439,5
3441,7
3442,1
3447,6
3453,6
3456,2
3458,4
3459,6
3462,6
3464,8
3477,8
3480,6
3483,8
3490,5
3497,7
3498,6
3500,5
3504,5
3509,1
3510,8
3511,7
3525,5
3528,5
3529,1
3531,3
3532,8
3536,8
3537,3
3538,5
3547,4
3557,6
3572,8
3573,7
3588,6
3590,6
3597,6
3601,5
3602,7
3608,8
3611,5
3616,8
3619,6
3623,4
3638,5
3641,4
3643,7
3647,2
3648,7
3662,4
3663,8
3665,6
3679,8
3683,6
3692,6
3700,7
3705,6
3706,7
3711,8
3712,6
3716,5
3725,5
3727,8
3739,7
3740,3
3743,5
3744,1
3750,8
3751,5
3752,1
3753,4
3754,1
3761,7
3762,7
3764,2
3773,8
3774,4
3775,7
3776,8
3785,5
3788,8
3791,5
3792,7
3794,4
3797,6
3798,8
3807,5
3808,7
3810,4
3813,6
3815,7
3818,6
3820,1
3824,7
3832,6
3836,8
3837,5
3849,6
3853,5
3861,1
3862,6
3863,5
3867,3
3868,6
3871,7
3873,5
3874,5
3879,7
3881,8
3883,7
3887,6
3888,5
3889,3
3898,1
3901,7
3904,3
3905,5
3907,6
3911,2
3915,7
3917,3
3923,7
3925,2
3931,6
3934,7
3943,6
3946,6
3947,6
3949,5
3958,5
3959,7
3960,4
3969,7
3971,8
3973,7
3976,8
3979,7
3982,8
3992,8
3993,6
3995,7
3997,6
4002,8
4003,8
4006,8
4010,8
4011,6
4012,8
4019,8
4020,2
4026,5
4030,1
4033,5
4034,8
4038,1
4045,7
4046,7
4047,1
4048,8
4055,7
4061,7
4063,1
4066,7
4069,8
4076,7
4081,6
4086,8
4087,7
4094,8
4096,2
4105,6
4107,5
4110,5
4115,7
4128,2
4131,8
4136,1
4140,5
4141,6
4142,8
4146,6
4156,6
4159,7
4171,7
4174,1
4175,1
4180,8
4187,6
4191,1
4193,7
4197,7
4201,7
4203,3
4205,4
4206,3
4209,7
4213,8
4215,5
4220,8
4223,8
4225,7
4234,1
4241,6
4244,6
4247,5
4254,5
4255,1
4262,7
4263,7
4266,2
4269,8
4270,1
4271,4
4274,6
4279,6
4286,1
4287,6
4288,7
4290,1
4294,8
4296,7
4299,6
4302,8
4316,8
4320,5
4321,3
4324,3
4325,1
4326,8
4332,7
4334,8
4343,8
4348,6
4350,6
4353,6
4356,7
4361,6
4367,5
4369,7
4371,6
4373,6
4374,1
4376,8
4393,3
4394,6
4397,1
4398,6
4404,8
4410,6
4411,4
4412,7
4414,5
4415,6
4418,2
4420,7
4426,6
4427,7
4430,1
4431,3
4435,8
4437,5
4438,7
4458,5
4461,5
4462,4
4464,5
4482,8
4484,6
4489,3
4494,8
4496,7
4503,6
4508,2
4515,3
4516,8
4517,8
4518,7
4524,5
4525,1
4527,8
4529,8
4535,6
4538,1
4544,6
4545,5
4550,5
4551,7
4554,8
4563,6
4565,8
4573,6
4576,8
4578,7
4587,7
4590,2
4597,3
4600,7
4608,7
4612,5
4615,8
4616,7
4618,7
4620,4
4622,6
4624,7
4628,5
4631,8
4633,8
4646,3
4648,1
4655,8
4669,8
4673,6
4677,6
4680,8
4683,5
4691,1
4694,8
4697,8
4698,1
4704,7
4711,6
4713,5
4716,4
4724,6
4727,8
4730,4
4731,6
4732,5
4741,1
4742,7
4743,7
4753,7
4758,6
4762,1
4765,3
4782,2
4787,6
4788,8
4789,1
4790,7
4792,8
4797,5
4805,5
4806,7
4809,6
4814,8
4823,8
4825,2
4830,6
4832,6
4833,2
4840,5
4841,6
4844,8
4845,8
4849,5
4858,7
4870,6
4875,8
4877,8
4882,4
4891,7
4900,6
4905,7
4907,5
4908,8
4923,5
4924,7
4925,8
4927,5
4933,7
4935,8
4941,2
4944,7
4946,4
4953,6
4956,1
4968,4
4985,1
4989,8
4995,1
5005,6
5010,2
5016,8
5018,7
5029,1
5031,5
5037,4
5039,6
5041,6
5043,5
5052,6
5055,6
5059,6
5063,7
5067,8
5070,6
5072,6
5073,6
5079,8
5086,5
5093,5
5094,1
5098,8
5101,8
5108,3
5112,7
5113,8
5119,8
5120,5
5121,6
5126,7
5127,8
5128,8
5131,3
5137,3
5146,7
5148,6
5150,6
5159,7
5160,7
5163,4
5170,7
5177,6
5179,6
5185,6
5188,7
5190,6
5191,4
5192,3
5195,2
5198,6
5208,5
5214,6
5215,8
5219,3
5220,8
5223,2
5224,2
5225,7
5227,3
5229,8
5231,1
5236,7
5237,4
5238,6
5240,6
5248,8
5252,7
5256,6
5269,8
5270,4
5272,8
5275,7
5276,6
5279,8
5280,5
5281,8
5291,3
5292,6
5294,3
5296,8
5302,7
5307,7
5312,7
5313,6
5314,8
5315,6
5316,7
5317,7
5318,6
5321,5
5322,7
5323,5
5324,8
5334,6
5343,2
5344,1
5345,6
5355,1
5364,6
5369,8
5371,7
5380,7
5385,1
5392,6
5395,7
5396,8
5398,8
5400,7
5402,7
5411,7
5412,2
5414,6
5417,5
5424,8
5427,7
5428,4
5430,6
5432,6
5438,2
5448,6
5459,1
5460,7
5461,6
5463,1
5477,4
5479,4
5481,8
5482,6
5491,5
5493,8
5506,5
5507,1
5517,6
5532,7
5533,6
5534,8
5541,8
5542,3
5548,1
5551,1
5553,4
5554,7
5565,7
5574,8
5575,8
5576,1
5583,4
5584,1
5586,3
5587,3
5588,7
5596,7
5597,8
5601,7
5603,6
5613,6
5614,8
5618,7
5619,7
5621,8
5622,8
5627,8
5628,5
5630,7
5633,3
5639,4
5643,6
5649,5
5653,6
5655,6
5664,1
5667,4
5670,8
5674,2
5678,7
5680,4
5687,3
5692,6
5694,6
5697,8
5701,2
5704,7
5710,6
5711,6
5716,2
5724,8
5725,2
5726,4
5727,8
5731,6
5749,4
5751,8
5755,5
5756,6
5761,8
5767,2
5768,5
5770,5
5772,1
5773,6
5775,8
5776,7
5784,1
5792,1
5793,6
5794,8
5797,6
5799,8
5800,7
5805,6
5809,8
5813,1
5817,8
5824,7
5829,6
5832,1
5835,3
5837,1
5847,7
5854,6
5857,5
5860,8
5872,3
5874,8
5876,3
5880,6
5882,6
5891,5
5892,2
5906,8
5922,7
5923,6
5927,5
5929,3
5941,3
5942,3
5945,8
5947,6
5950,8
5951,7
5952,4
5960,8
5965,6
5967,7
5974,7
5977,1
5984,1
5987,8
5991,3
5996,2
5997,7
6002,1
6005,6
6008,7
6009,2
6014,6
6027,7
6030,3
6033,8
6034,3
6035,8
6043,8
6046,5
6047,5
6048,8
6070,4
6071,5
6085,1
6090,6
6091,6
6092,6
6098,7
6106,6
6108,8
6111,1
6115,8
6117,2
6121,4
6124,6
6126,6
6129,6
6131,8
6141,6
6142,1
6143,3
6144,3
6147,6
6148,3
6155,6
6158,2
6159,1
6162,3
6166,8
6172,2
6177,1
6178,8
6181,5
6182,7
6185,6
6191,7
6195,8
6204,6
6205,7
6211,6
6212,7
6219,7
6220,8
6223,2
6226,6
6239,6
6243,8
6249,1
6252,7
6255,4
6260,5
6261,7
6263,4
6264,3
6270,1
6271,6
6272,7
6274,8
6277,2
6280,6
6284,6
6286,3
6288,6
6290,7
6293,6
6299,6
6301,7
6304,1
6306,6
6308,6
6309,6
6312,8
6321,6
6322,5
6331,2
6335,7
6340,6
6343,8
6344,1
6347,6
6348,4
6349,8
6350,8
6354,8
6355,5
6362,5
6367,7
6372,6
6375,7
6379,1
6384,2
6386,8
6390,6
6396,4
6401,2
6403,6
6408,5
6410,6
6420,7
6430,8
6436,8
6440,7
6442,8
6443,8
6444,5
6459,7
6466,6
6469,5
6474,8
6475,3
6476,1
6490,2
6491,3
6496,1
6497,6
6498,6
6499,7
6501,6
6514,1
6515,6
6524,7
6526,1
6532,6
6537,5
6538,7
6541,3
6546,5
6551,1
6554,5
6557,4
6560,6
6565,6
6566,5
6578,4
6582,7
6587,6
6593,8
6596,6
6611,7
6615,6
6620,8
6626,5
6627,6
6628,4
6635,6
6639,6
6641,4
6645,5
6660,8
6663,7
6669,6
6674,3
6682,6
6685,1
6687,8
6692,5
6695,8
6696,3
6699,6
6700,6
6701,6
6705,1
6707,5
6709,6
6711,8
6714,2
6722,6
6723,6
6724,7
6726,4
6733,7
6734,8
6735,7
6736,5
6738,6
6741,8
6746,7
6754,7
6758,1
6763,1
6764,3
6768,7
6778,1
6784,8
6785,5
6787,7
6806,6
6825,5
6830,1
6831,6
6832,6
6833,3
6835,1
6842,7
6843,2
6853,5
6859,5
6860,3
6862,6
6867,3
6868,7
6885,7
6888,3
6889,6
6897,1
6898,1
6900,7
6902,2
6903,3
6907,1
6909,1
6911,1
6925,7
6930,5
6931,2
6933,3
6937,6
6941,1
6948,6
6950,8
6956,8
6957,8
6960,8
6962,5
6969,3
6971,3
6973,1
6980,6
6983,3
6985,5
6999,8
7005,8
7006,8
7007,5
7012,1
7013,6
7016,6
7017,8
7020,5
7024,5
7026,1
7027,1
7029,6
7032,1
7034,7
7044,8
7054,1
7057,7
7058,6
7060,6
7065,6
7069,6
7071,7
7076,2
7077,6
7081,1
7082,4
7093,7
7095,2
7098,3
7099,1
7105,1
7106,6
7122,7
7129,8
7130,7
7135,4
7136,1
7137,1
7138,8
7141,8
7143,6
7159,8
7162,8
7165,4
7169,2
7171,3
7172,7
7175,6
7178,6
7182,6
7190,8
7194,1
7196,6
7205,8
7207,6
7210,7
7211,6
7216,8
7219,2
7222,5
7224,8
7234,5
7237,7
7242,4
7246,7
7247,1
7251,5
7252,3
7257,3
7276,5
7281,5
7286,8
7287,6
7295,6
7297,6
7300,6
7307,7
7308,1
7310,4
7315,1
7317,6
7318,7
7322,6
7325,7
7326,8
7332,6
7342,8
7345,7
7347,6
7349,6
7352,6
7353,1
7354,8
7370,6
7392,7
7394,7
7396,6
7397,6
7400,6
7402,2
7406,7
7409,8
7410,8
7412,6
7414,2
7419,6
7420,4
7421,7
7424,6
7428,1
7431,7
7435,8
7437,7
7445,5
7449,6
7456,7
7458,8
7459,5
7463,1
7464,6
7465,8
7467,8
7471,1
7472,6
7485,5
7494,1
7505,6
7511,8
7512,7
7513,3
7514,1
7515,6
7523,1
7530,7
7531,8
7536,8
7538,7
7542,1
7543,8
7549,5
7557,6
7559,7
7560,8
7563,5
7564,7
7567,7
7572,6
7575,1
7588,4
7595,5
7596,7
7602,7
7609,5
7612,8
7613,4
7621,6
7622,6
7624,7
7625,7
7629,8
7632,7
7634,6
7636,8
7637,1
7638,2
7640,2
7643,8
7648,8
7653,2
7654,8
7662,6
7671,7
7674,7
7682,4
7683,8
7686,6
7690,2
7692,8
7694,3
7695,5
7700,6
7714,2
7715,6
7721,8
7728,7
7737,6
7739,5
7745,1
7747,5
7761,7
7762,7
7763,7
7770,3
7771,5
7774,8
7776,1
7779,6
7793,6
7795,8
7796,8
7800,8
7803,6
7808,6
7811,6
7812,5
7813,2
7814,5
7818,1
7826,7
7827,8
7831,8
7834,5
7837,4
7841,8
7842,8
7843,3
7844,7
7851,8
7854,8
7856,7
7859,7
7866,6
7869,8
7870,6
7872,1
7886,5
7892,7
7893,7
7908,8
7910,8
7914,6
7919,5
7922,5
7930,1
7932,3
7947,1
7949,6
7950,8
7952,6
7953,6
7955,8
7960,6
7961,5
7962,6
7963,8
7967,1
7968,7
7975,3
7977,5
7980,7
7985,6
7987,6
7994,1
7995,7
7999,7
8005,8
8007,7
8009,8
8014,6
8017,5
8018,7
8024,5
8025,3
8026,6
8029,2
8031,7
8035,5
8049,7
8058,1
8060,7
8061,3
8070,4
8071,7
8072,5
8073,5
8075,6
8076,2
8081,6
8082,5
8090,6
8094,5
8097,6
8107,6
8112,4
8115,3
8120,3
8123,4
8128,3
8129,8
8133,7
8138,6
8142,5
8143,6
8145,4
8146,6
8147,5
8151,6
8153,8
8163,1
8167,7
8168,4
8169,6
8172,2
8178,1
8184,6
8185,6
8186,2
8187,5
8191,2
8196,6
8205,5
8206,8
8216,1
8218,5
8219,8
8227,6
8228,6
8230,7
8231,6
8234,8
8241,7
8242,7
8245,8
8246,6
8251,7
8254,6
8262,3
8269,8
8277,7
8286,5
8287,3
8288,5
8289,6
8292,6
8293,2
8294,1
8296,6
8306,3
8307,2
8314,6
8317,1
8320,7
8326,7
8329,4
8330,6
8331,4
8343,6
8350,4
8352,1
8354,5
8355,2
8356,6
8357,1
8364,7
8370,3
8381,1
8382,6
8383,8
8386,4
8389,8
8390,3
8393,6
8399,8
8400,3
8403,6
8404,3
8405,8
8409,6
8413,6
8417,6
8418,4
8423,7
8427,6
8431,8
8432,8
8434,7
8437,8
8447,6
8449,8
8457,4
8459,6
8461,2
8466,5
8467,8
8469,6
8479,4
8481,8
8493,6
8496,7
8501,7
8502,7
8508,5
8509,8
8514,6
8518,6
8519,6
8527,8
8530,6
8537,5
8539,6
8542,6
8547,6
8550,6
8554,6
8556,4
8560,8
8566,6
8569,6
8571,8
8572,6
8575,5
8580,7
8584,4
8585,6
8587,3
8593,5
8595,6
8597,5
8598,7
8599,5
8601,8
8607,2
8612,6
8621,8
8625,6
8630,8
8631,6
8633,5
8644,6
8650,1
8652,8
8656,7
8657,8
8659,7
8660,8
8665,6
8667,1
8668,3
8670,7
8682,8
8690,7
8692,7
8698,4
8702,5
8710,6
8713,7
8714,8
8715,6
8718,5
8719,2
8722,7
8737,6
8738,8
8739,7
8740,2
8745,7
8750,8
8754,1
8757,6
8762,1
8769,8
8773,8
8782,6
8790,5
8804,2
8815,7
8818,6
8819,7
8828,5
8831,6
8838,7
8841,3
8847,4
8849,1
8857,2
8860,1
8861,6
8875,6
8884,5
8889,6
8891,8
8893,7
8894,6
8897,8
8909,1
8928,7
8932,4
8933,3
8934,8
8938,8
8943,3
8946,5
8951,1
8953,4
8959,1
8960,2
8963,5
8968,7
8972,7
8973,3
8977,1
8978,6
8980,8
8984,1
8987,6
8989,7
8995,7
8996,8
9001,2
9003,1
9005,4
9007,7
9009,6
9012,6
9015,8
9024,5
9031,6
9032,6
9035,7
9053,7
9060,6
9067,6
9068,7
9077,5
9080,8
9084,8
9087,5
9090,3
9095,6
9098,4
9101,7
9108,6
9112,2
9113,7
9117,6
9123,8
9124,7
9127,5
9130,5
9132,6
9136,6
9138,8
9142,8
9143,5
9145,8
9146,4
9148,7
9151,1
9154,7
9158,6
9163,5
9169,5
9171,8
9176,4
9181,6
9185,8
9187,7
9188,8
9190,8
9204,8
9205,5
9207,5
9213,8
9220,6
9221,6
9224,5
9225,8
9227,7
9232,7
9234,8
9237,6
9238,8
9240,3
9248,5
9253,8
9254,6
9257,4
9264,2
9267,6
9269,7
9271,6
9272,6
9276,6
9278,6
9280,6
9281,8
9286,1
9288,7
9290,6
9291,8
9293,5
9294,8
9295,6
9298,8
9303,1
9304,8
9307,8
9309,7
9314,3
9315,6
9317,7
9318,7
9319,6
9320,7
9326,7
9331,1
9339,6
9342,5
9349,1
9353,1
9359,7
9362,1
9366,8
9376,2
9384,6
9386,7
9390,5
9396,6
9399,7
9402,4
9415,5
9420,6
9421,7
9422,6
9425,2
9428,8
9440,8
9441,5
9443,6
9451,5
9456,1
9457,1
9459,8
9465,5
9475,6
9483,1
9485,8
9488,7
9492,2
9494,1
9495,4
9498,3
9502,6
9506,2
9509,7
9512,7
9516,8
9520,6
9524,5
9531,2
9532,8
9538,6
9547,6
9549,3
9550,2
9552,8
9555,8
9563,8
9565,8
9574,7
9586,2
9587,7
9593,8
9594,5
9597,7
9600,1
9603,8
9607,7
9608,4
9609,5
9610,8
9612,8
9613,6
9618,3
9619,4
9621,4
9625,3
9638,8
9644,7
9650,1
9652,3
9654,8
9660,8
9665,6
9666,6
9668,5
9672,7
