"Id","Response"
1,2
3,6
4,6
9,6
12,7
13,7
21,6
28,7
30,6
36,7
38,7
43,6
45,3
48,7
50,5
51,7
54,6
55,7
59,7
62,2
63,7
66,7
69,7
82,8
83,6
84,6
86,7
89,7
90,4
92,8
98,6
100,3
105,5
115,7
119,2
124,2
127,7
133,8
140,6
141,8
143,3
151,3
154,7
157,7
163,5
166,2
168,8
170,5
173,8
180,6
182,7
184,5
185,6
195,7
196,4
197,4
212,4
213,6
219,8
225,4
227,4
232,4
239,6
247,4
251,4
254,6
261,6
264,6
267,7
272,6
275,8
277,3
283,7
284,1
287,6
291,8
293,6
294,4
305,6
307,5
309,7
311,4
322,3
323,3
326,6
330,2
335,7
337,7
338,5
341,1
346,6
348,6
352,3
356,8
358,3
366,6
369,4
373,6
375,4
381,6
384,8
386,5
396,6
397,2
399,6
405,8
412,7
417,3
421,6
425,7
427,7
430,4
432,6
433,7
436,7
438,6
441,8
442,6
444,5
446,7
448,7
450,5
454,6
465,8
470,2
472,4
475,7
484,8
495,8
497,7
498,7
501,5
502,5
505,7
515,3
516,4
527,7
529,3
531,6
533,6
537,2
541,7
546,7
548,6
549,8
550,6
553,6
559,7
561,3
564,1
574,6
578,7
579,6
580,7
582,5
584,7
588,5
596,4
602,4
603,3
613,6
614,1
619,6
620,6
624,4
625,7
628,5
630,6
635,7
636,5
637,8
641,7
644,8
648,8
654,6
658,4
664,8
666,6
667,6
670,8
672,6
674,8
676,6
684,7
685,4
693,1
694,7
700,1
702,6
703,6
705,6
711,7
718,3
722,6
726,5
727,4
732,8
735,7
740,3
748,6
750,6
751,7
756,6
762,6
766,7
770,6
771,4
779,6
782,4
784,6
793,6
798,5
800,6
801,7
805,6
807,3
813,7
819,7
820,6
822,8
823,6
833,7
834,4
842,3
845,7
856,3
860,6
864,3
869,6
872,7
877,6
878,6
893,5
894,7
896,6
899,3
900,6
911,1
914,6
917,1
919,6
923,1
925,6
926,3
934,6
938,7
940,5
955,6
956,6
971,5
973,7
978,7
979,7
981,7
988,6
990,7
992,4
996,7
997,6
999,6
1000,6
1006,5
1009,3
1018,5
1025,5
1038,6
1042,7
1045,5
1046,8
1047,5
1050,5
1052,7
1054,7
1057,6
1061,3
1069,4
1071,6
1073,6
1074,8
1075,3
1083,6
1084,1
1089,4
1099,5
1103,3
1110,8
1123,6
1130,6
1135,6
1137,7
1145,8
1147,4
1152,6
1153,2
1154,7
1158,7
1166,6
1170,7
1172,5
1178,5
1179,7
1181,2
1182,6
1183,8
1191,6
1192,3
1200,2
1205,6
1207,6
1208,1
1209,3
1217,3
1223,7
1225,7
1226,4
1228,3
1230,4
1232,6
1235,8
1237,6
1257,7
1266,2
1267,6
1274,6
1277,8
1278,4
1280,7
1282,7
1293,5
1294,3
1305,7
1306,6
1311,6
1318,5
1320,7
1323,7
1325,4
1328,5
1336,5
1340,7
1341,7
1344,6
1345,6
1348,3
1358,1
1361,8
1364,5
1373,7
1377,6
1378,7
1380,6
1382,6
1383,4
1386,7
1387,1
1390,4
1395,8
1398,5
1402,4
1403,8
1405,7
1407,6
1410,1
1412,4
1419,5
1426,6
1428,8
1436,6
1437,3
1438,3
1441,7
1444,4
1448,3
1454,5
1457,5
1459,7
1463,6
1467,2
1471,5
1475,6
1476,4
1480,7
1481,1
1482,4
1489,6
1491,6
1494,8
1496,7
1500,8
1501,8
1503,6
1504,4
1505,2
1515,4
1517,5
1520,4
1521,3
1523,8
1526,7
1529,5
1530,7
1543,6
1544,8
1547,6
1550,8
1552,6
1554,6
1563,6
1574,6
1575,2
1576,4
1579,5
1582,4
1584,7
1585,7
1589,5
1596,6
1598,1
1611,5
1613,3
1615,6
1618,4
1627,6
1630,2
1638,7
1639,6
1640,7
1642,6
1645,6
1648,5
1654,5
1661,7
1662,6
1663,8
1666,5
1668,3
1670,2
1672,5
1681,6
1682,7
1683,1
1687,8
1688,7
1693,7
1694,6
1700,7
1704,6
1712,7
1716,8
1717,6
1722,5
1724,5
1738,1
1739,1
1740,7
1761,7
1763,4
1765,7
1766,6
1767,7
1771,5
1772,7
1777,8
1784,2
1799,4
1806,6
1810,2
1812,4
1814,1
1818,6
1819,7
1822,5
1823,7
1824,3
1834,6
1835,7
1844,3
1848,5
1849,7
1850,6
1851,4
1856,4
1862,1
1863,6
1872,6
1874,5
1875,6
1877,4
1900,6
1902,6
1904,5
1905,2
1908,6
1914,7
1916,1
